P_shower
3775.26612021542
3050.78306546953
2766.12096412125
2225.21494510842
2698.54975738494
2328.25426221585
2117.00635935929
2834.21761593464
3183.08054487749
3207.59894433073
2728.78545512159
3532.62154492496
3145.77205856263
3113.56179223803
2816.09914165642
2432.16980293103
2270.89598442352
2242.36734696996
2738.77669504141
4582.47106898903
3051.72846287318
1984.16525847719
2205.90230470415
1660.6566718577
1683.031778856
2512.69258502851
1569.95427454531
2515.40317327922
3586.11202359952
3899.43947454739
3961.8487954932
3850.89367757404
3916.57790021285
3020.111468967
3615.75479785741
3461.40112597701
2969.96951707843
2468.6207561404
2593.9958706626
2235.99573508849
2074.53548295562
2664.13351507322
3026.09410332614
4210.08030010535
4940.68079566408
3657.68403704928
3549.94525215782
3084.00769746741
3192.87126944106
3231.19002105488
3649.03051789935
3304.24200060221
2805.34592782382
2399.45420237368
3319.64088364785
3486.1255470364
4575.57323780123
5410.20560092264
6195.57903981455
4387.29717695845
3443.36454910413
3368.51701553808
3684.39912436804
3143.63763797341
3176.07561472105
3738.03683384581
3567.16987259514
3647.47390043716
4790.40416178188
5662.76968816463
4742.11867244117
3746.41371249404
4226.80387484941
4462.90183285386
4683.83689756053
4611.42139652364
4088.81348515148
4102.34368321655
3902.09496297263
5277.73857182807
6577.75044807446
5375.06799792053
4421.23727142987
3767.86402031292
4290.04990447132
3863.75112684523
4856.45932136209
5227.02367583651
5168.90660422069
4470.90650710478
3907.03313696613
4070.37415106755
4371.56204785321
4953.47380419168
4736.02334491611
7126.56973551013
8162.682547439
7788.11780787585
7331.80406092181
6577.38250486988
5348.11306391131
4968.79453103468
5521.24583476614
4617.56882535107
4147.65744312595
4547.25118452993
5279.10964660574
5033.24010238899
4765.42453433574
4527.62485658683
4614.67257541973
4851.70523428586
5472.67403283408
5579.20604851862
5854.94953024187
5344.28709133067
5084.33308114619
5581.54845207627
5857.51301595994
5194.81582819352
5444.16767171794
6823.65304828622
6767.69333281113
5419.54223709228
5470.40029867198
4945.84753556952
5011.99193554323
5229.95938568019
5332.6490982123
5119.43283860925
5326.97592369686
8114.62063505104
9920.05773836684
8814.80979290163
8965.85002344244
9694.79464609672
9697.64019225654
8413.95020548496
7184.98591242506
6432.71648233059
6311.87761846812
6168.13397049008
9690.42681837857
10988.7456221094
11042.7451217859
8783.42782549218
6928.94884371595
6287.84206543943
6231.67816324934
6250.7259380148
5661.62361963292
5877.30312429205
6070.94566725216
9632.7232658422
9919.33775932398
9828.08896012245
8403.8176640722
7988.13460102955
7222.3628608005
7945.45979958388
6926.13780147982
6181.37184951289
5917.90826687036
5950.41656905473
5952.57914910066
6058.95959515623
5719.73574892834
5899.80430159161
6511.27169096146
6496.68301128071
7244.90481011969
7813.26797843957
6812.50890126954
6547.17058119669
6419.21756986939
6309.81309101377
6771.42527446296
12313.2547629
8200.95885721296
6589.39662356374
6492.05274556942
6425.23192974669
7461.52445901955
7080.15407348957
8142.04606001969
8910.87466248073
11005.8106381115
11854.7023534916
11544.0007713784
9355.72941310626
7848.86251080064
7231.17748825474
6834.49330757036
6466.19176881287
6433.87792707982
6197.41558278388
6834.3169627005
8040.24158917955
7177.10020812217
6384.83863282246
6236.02379947396
5642.5372824922
5758.02709905218
5556.08537709207
6400.56670983293
11046.9202818648
11845.6380378493
10428.0258292394
9794.12183376595
8654.88935074217
7049.37778648588
7000.73323325939
6173.59043727857
5982.15332109006
10101.2432299681
11186.0910145306
11788.4812238751
10308.9096505349
8081.61220140654
6562.74377134672
5828.79988134243
5530.23186410163
7610.09982341684
6527.22481175104
5154.21468084684
7728.71447615927
9554.3821756623
7740.46103318019
5704.89434224322
4942.94282291952
4842.33028792198
7018.79403039228
7368.25749316113
6402.60803368619
4790.88396476792
6371.81724994352
5087.46776445994
4116.34815957628
3665.68723084617
4462.20292333067
4312.03335439184
3918.14513161864
3546.65194638411
4554.0413474859
6744.83470531973
5862.38971913684
4855.60894613571
4887.372151489
5596.47420355572
4160.43040332991
3046.04023062593
2840.63556165105
3038.86259611611
3010.72180568468
2722.21330841133
5642.47999051988
6258.99685552184
3899.39916777583
2725.96942433901
2153.16816006013
3843.58496311613
2428.74499269168
1983.0583316532
3826.53636806758
4609.04488061614
4168.53975220475
3283.09601602069
2563.7380949365
3822.48041771208
4193.82133164523
3628.2891789713
2898.90045911289
2237.0514382299
1469.21748117051
2381.42866632449
2654.58544937805
3089.70413862261
2716.24247056653
4931.00231410148
7719.10825292364
6517.28361826056
4471.24053175389
3655.93891934941
2975.38046349401
3391.68416954119
3052.50005311463
2439.14795133189
2190.11830808715
4978.82070059511
3785.51999369581
2195.62641562104
1697.11049822343
3906.99496111804
3708.66479483808
3045.75483520411
3440.06445380845
2607.50803896457
1759.06083967261
1258.92491015123
1298.73860193638
845.378984447812
633.843390023714
564.05383912383
210.979907702179
951.323104099346
1923.51604995491
2081.51240159102
2086.20926226741
1553.9136628578
1106.45713259928
2223.74695051411
2933.90368930535
2844.55944267617
2637.27974302322
3198.56047875563
3214.84437823845
2686.31435706257
2523.11869824042
3799.51197802846
3642.04658887703
2981.22328345741
2216.82998156701
1842.61306811285
1595.49298457406
1553.3084899932
1710.29389389739
1365.15292344949
2084.20154437922
2375.50815619531
1862.70878972848
1754.78015730602
4850.30780085768
3764.38932115412
2352.90568542721
2263.2669379732
2143.63876013903
2971.39082644141
2387.99817846995
2056.89572592353
3899.26705063107
3179.66246170642
2165.42011138801
2116.04154416265
2811.28457017499
2990.60479262157
2262.73741518073
2130.05304942751
2758.45796763464
3291.18210825926
2165.94603291585
2760.20080138494
4731.32988370841
3140.82889597125
2599.28796791951
2677.18593876544
4051.26232432851
4301.33883241414
2688.70999152857
1795.76452188106
2116.99542202276
2344.39292662276
1785.54862773104
3239.81499702855
2909.64555391411
2758.17119632849
2758.17119632849
